ID,Date,Element,Data_Value
RSM00020891,2006-10-05,TMAX,-35
RSM00020891,2011-08-28,TMAX,103
RSM00020891,2008-04-13,TMAX,-208
RSM00020891,2005-06-28,TMAX,264
RSM00020891,2013-12-28,TMAX,-335
RSM00020891,2013-12-28,TMIN,-384
RSM00020891,2014-05-19,TMIN,-31
RSM00020891,2014-10-13,TMAX,-102
RSM00020891,2014-05-19,TMAX,20
RSM00020891,2010-12-09,TMIN,-449
RSM00020891,2010-12-09,TMAX,-416
RSM00020891,2009-11-30,TMAX,-272
RSM00020891,2009-11-30,TMIN,-397
RSM00020891,2010-08-12,TMIN,83
RSM00020891,2013-06-27,TMIN,20
RSM00020891,2013-06-27,TMAX,100
RSM00020891,2010-08-12,TMAX,171
RSM00020891,2012-02-27,TMIN,-439
RSM00020891,2006-08-23,TMIN,85
RSM00020891,2012-02-27,TMAX,-400
RSM00020891,2008-07-10,TMAX,165
RSM00020891,2008-07-10,TMIN,81
RSM00020891,2008-11-08,TMIN,-222
RSM00020891,2008-11-29,TMAX,-278
RSM00020891,2012-11-01,TMAX,-140
RSM00020891,2008-11-29,TMIN,-337
RSM00020891,2008-05-25,TMIN,-52
RSM00020891,2008-05-25,TMAX,-4
RSM00020891,2012-11-01,TMIN,-223
RSM00020891,2013-01-16,TMIN,-288
RSM00020891,2008-10-01,TMIN,-15
RSM00020891,2008-10-01,TMAX,24
RSM00020891,2013-01-16,TMAX,-216
RSM00020891,2011-05-06,TMAX,15
RSM00020891,2008-11-08,TMAX,-126
RSM00020891,2015-10-07,TMAX,-77
RSM00020891,2008-06-27,TMAX,167
RSM00020891,2009-05-20,TMIN,-80
RSM00020891,2006-02-12,TMAX,-207
RSM00020891,2012-09-21,TMAX,94
RSM00020891,2011-08-29,TMAX,105
RSM00020891,2011-08-29,TMIN,14
RSM00020891,2005-03-27,TMIN,-335
RSM00020891,2015-09-20,TMAX,33
RSM00020891,2015-09-20,TMIN,-5
RSM00020891,2011-11-24,TMAX,-173
RSM00020891,2011-11-24,TMIN,-299
RSM00020891,2005-03-27,TMAX,-267
RSM00020891,2008-03-13,TMIN,-370
RSM00020891,2008-03-13,TMAX,-317
RSM00020891,2007-11-01,TMIN,-220
RSM00020891,2007-11-01,TMAX,-138
RSM00020891,2006-05-03,TMIN,-181
RSM00020891,2006-05-03,TMAX,-94
RSM00020891,2008-03-24,TMAX,-75
RSM00020891,2009-05-20,TMAX,-48
RSM00020891,2008-06-27,TMIN,70
RSM00020891,2005-10-20,TMIN,-233
RSM00020891,2011-03-28,TMIN,-88
RSM00020891,2006-10-30,TMIN,-320
RSM00020891,2006-10-30,TMAX,-233
RSM00020891,2011-05-06,TMIN,-51
RSM00020891,2006-05-24,TMIN,-103
RSM00020891,2005-10-20,TMAX,-174
RSM00020891,2006-05-24,TMAX,-30
RSM00020891,2006-08-23,TMAX,145
RSM00020891,2010-01-26,TMIN,-333
RSM00020891,2010-01-26,TMAX,-174
RSM00020891,2008-03-24,TMIN,-235
RSM00020891,2011-03-28,TMAX,17
RSM00020891,2013-08-05,TMAX,247
RSM00020891,2009-02-02,TMIN,-430
RSM00020891,2009-02-02,TMAX,-339
RSM00020891,2009-02-08,TMAX,-389
RSM00020891,2009-02-08,TMIN,-437
RSM00020891,2009-09-09,TMAX,90
RSM00020891,2009-09-09,TMIN,20
RSM00020891,2007-12-09,TMIN,-312
RSM00020891,2007-12-09,TMAX,-170
RSM00020891,2013-11-05,TMIN,-290
RSM00020891,2013-11-05,TMAX,-245
RSM00020891,2013-12-29,TMAX,-363
RSM00020891,2013-12-29,TMIN,-445
RSM00020891,2005-11-26,TMAX,-191
RSM00020891,2011-01-04,TMIN,-178
RSM00020891,2011-01-04,TMAX,-137
RSM00020891,2005-11-26,TMIN,-236
RSM00020891,2008-06-04,TMAX,38
RSM00020891,2008-06-04,TMIN,-5
RSM00020891,2006-03-13,TMAX,-125
RSM00020891,2013-06-26,TMAX,125
RSM00020891,2006-02-11,TMAX,-199
RSM00020891,2006-02-11,TMIN,-253
RSM00020891,2005-06-28,TMIN,156
RSM00020891,2013-06-26,TMIN,47
RSM00020891,2015-11-06,TMAX,-258
RSM00020891,2007-02-10,TMIN,-483
RSM00020891,2012-04-10,TMIN,-257
RSM00020891,2009-11-07,TMAX,-81
RSM00020891,2009-11-07,TMIN,-139
RSM00020891,2015-11-06,TMIN,-282
RSM00020891,2008-02-08,TMIN,-461
RSM00020891,2008-02-08,TMAX,-393
RSM00020891,2006-03-13,TMIN,-214
RSM00020891,2012-04-10,TMAX,-119
RSM00020891,2008-04-13,TMIN,-283
RSM00020891,2007-02-10,TMAX,-447
RSM00020891,2009-08-04,TMIN,39
RSM00020891,2013-08-05,TMIN,112
RSM00020891,2005-01-19,TMIN,-394
RSM00020891,2012-09-20,TMIN,41
RSM00020891,2012-09-20,TMAX,120
RSM00020891,2005-01-19,TMAX,-369
RSM00020891,2008-09-18,TMIN,7
RSM00020891,2008-09-18,TMAX,47
RSM00020891,2007-09-06,TMIN,-1
RSM00020891,2007-09-06,TMAX,33
RSM00020891,2015-08-03,TMAX,146
RSM00020891,2014-10-29,TMIN,-208
RSM00020891,2009-04-30,TMAX,-82
RSM00020891,2009-04-30,TMIN,-199
RSM00020891,2013-02-18,TMAX,-394
RSM00020891,2006-12-26,TMIN,-217
RSM00020891,2006-12-26,TMAX,-161
RSM00020891,2007-03-02,TMAX,-412
RSM00020891,2007-09-30,TMIN,-40
RSM00020891,2007-09-30,TMAX,-12
RSM00020891,2010-03-24,TMAX,-149
RSM00020891,2010-03-24,TMIN,-238
RSM00020891,2005-04-13,TMIN,-300
RSM00020891,2005-04-08,TMAX,-156
RSM00020891,2009-08-04,TMAX,146
RSM00020891,2014-12-27,TMIN,-368
RSM00020891,2014-08-13,TMAX,97
RSM00020891,2010-11-21,TMAX,-223
RSM00020891,2010-11-21,TMIN,-282
RSM00020891,2005-04-08,TMIN,-285
RSM00020891,2013-02-18,TMIN,-446
RSM00020891,2007-03-02,TMIN,-524
RSM00020891,2005-04-13,TMAX,-168
RSM00020891,2006-05-22,TMIN,-74
RSM00020891,2006-05-22,TMAX,-28
RSM00020891,2013-07-01,TMAX,116
RSM00020891,2013-01-20,TMAX,-314
RSM00020891,2009-07-08,TMAX,277
RSM00020891,2009-07-08,TMIN,152
RSM00020891,2013-12-16,TMAX,-154
RSM00020891,2013-12-16,TMIN,-273
RSM00020891,2011-02-13,TMIN,-233
RSM00020891,2008-10-05,TMAX,-17
RSM00020891,2011-02-13,TMAX,-180
RSM00020891,2008-10-05,TMIN,-36
RSM00020891,2010-10-18,TMAX,-6
RSM00020891,2010-10-18,TMIN,-50
RSM00020891,2010-04-06,TMAX,-180
RSM00020891,2015-11-14,TMIN,-165
RSM00020891,2010-04-06,TMIN,-308
RSM00020891,2013-01-20,TMIN,-404
RSM00020891,2006-08-21,TMAX,131
RSM00020891,2012-10-27,TMAX,-140
RSM00020891,2012-10-27,TMIN,-200
RSM00020891,2013-07-31,TMAX,146
RSM00020891,2010-08-30,TMAX,141
RSM00020891,2013-07-31,TMIN,73
RSM00020891,2010-08-30,TMIN,50
RSM00020891,2005-07-30,TMIN,66
RSM00020891,2005-07-30,TMAX,136
RSM00020891,2010-07-26,TMIN,46
RSM00020891,2010-07-26,TMAX,111
RSM00020891,2011-08-19,TMIN,72
RSM00020891,2011-08-19,TMAX,140
RSM00020891,2010-10-14,TMIN,-236
RSM00020891,2010-10-14,TMAX,-151
RSM00020891,2006-08-21,TMIN,27
RSM00020891,2005-03-30,TMIN,-307
RSM00020891,2007-05-23,TMIN,-132
RSM00020891,2007-10-09,TMAX,-39
RSM00020891,2013-11-12,TMIN,-193
RSM00020891,2006-05-19,TMAX,75
RSM00020891,2006-05-19,TMIN,-32
RSM00020891,2013-11-12,TMAX,-126
RSM00020891,2007-12-21,TMAX,-223
RSM00020891,2007-12-21,TMIN,-277
RSM00020891,2010-05-14,TMIN,1
RSM00020891,2010-05-14,TMAX,38
RSM00020891,2011-02-26,TMAX,-297
RSM00020891,2011-02-26,TMIN,-346
RSM00020891,2005-11-14,TMIN,-226
RSM00020891,2011-11-21,TMAX,-214
RSM00020891,2011-11-21,TMIN,-260
RSM00020891,2005-11-14,TMAX,-174
RSM00020891,2011-10-10,TMIN,-24
RSM00020891,2011-10-10,TMAX,34
RSM00020891,2014-10-27,TMAX,-116
RSM00020891,2007-10-09,TMIN,-66
RSM00020891,2007-05-23,TMAX,-51
RSM00020891,2005-03-30,TMAX,-163
RSM00020891,2008-07-07,TMIN,67
RSM00020891,2008-07-07,TMAX,124
RSM00020891,2011-05-24,TMIN,-25
RSM00020891,2013-02-11,TMAX,-437
RSM00020891,2011-05-24,TMAX,24
RSM00020891,2010-05-26,TMAX,83
RSM00020891,2013-07-06,TMAX,123
RSM00020891,2013-07-06,TMIN,44
RSM00020891,2012-09-30,TMAX,4
RSM00020891,2012-09-30,TMIN,-25
RSM00020891,2014-12-08,TMIN,-368
RSM00020891,2010-05-26,TMIN,-26
RSM00020891,2013-02-11,TMIN,-463
RSM00020891,2015-03-02,TMAX,-182
RSM00020891,2015-03-02,TMIN,-248
RSM00020891,2005-11-23,TMIN,-347
RSM00020891,2005-10-19,TMIN,-218
RSM00020891,2013-07-05,TMIN,52
RSM00020891,2013-07-05,TMAX,94
RSM00020891,2007-09-18,TMAX,23
RSM00020891,2007-09-18,TMIN,-30
RSM00020891,2007-05-19,TMIN,-189
RSM00020891,2008-01-02,TMIN,-439
RSM00020891,2015-08-26,TMAX,125
RSM00020891,2006-05-05,TMIN,-182
RSM00020891,2006-05-05,TMAX,-61
RSM00020891,2010-01-11,TMIN,-234
RSM00020891,2009-03-10,TMIN,-419
RSM00020891,2009-03-10,TMAX,-275
RSM00020891,2010-01-11,TMAX,-180
RSM00020891,2008-04-20,TMAX,-74
RSM00020891,2008-04-20,TMIN,-233
RSM00020891,2005-01-15,TMAX,-291
RSM00020891,2005-01-15,TMIN,-354
RSM00020891,2005-08-07,TMIN,54
RSM00020891,2005-08-07,TMAX,123
RSM00020891,2013-08-01,TMIN,68
RSM00020891,2008-05-27,TMAX,70
RSM00020891,2005-11-23,TMAX,-146
RSM00020891,2008-05-27,TMIN,-29
RSM00020891,2008-01-02,TMAX,-418
RSM00020891,2014-08-09,TMIN,64
RSM00020891,2014-08-09,TMAX,135
RSM00020891,2009-11-12,TMAX,-160
RSM00020891,2009-11-12,TMIN,-200
RSM00020891,2007-05-19,TMAX,-103
RSM00020891,2013-08-01,TMAX,118
RSM00020891,2015-02-17,TMAX,-341
RSM00020891,2007-10-06,TMIN,-55
RSM00020891,2005-10-12,TMAX,13
RSM00020891,2008-11-10,TMAX,-230
RSM00020891,2008-11-10,TMIN,-289
RSM00020891,2008-01-06,TMAX,-363
RSM00020891,2008-01-06,TMIN,-460
RSM00020891,2006-02-18,TMIN,-384
RSM00020891,2009-04-28,TMIN,-136
RSM00020891,2009-04-28,TMAX,-60
RSM00020891,2006-02-18,TMAX,-342
RSM00020891,2015-06-10,TMIN,54
RSM00020891,2012-01-26,TMIN,-357
RSM00020891,2012-01-26,TMAX,-308
RSM00020891,2014-12-22,TMIN,-220
RSM00020891,2013-11-11,TMIN,-126
RSM00020891,2013-11-11,TMAX,-94
RSM00020891,2009-02-10,TMAX,-375
RSM00020891,2009-02-10,TMIN,-441
RSM00020891,2006-10-25,TMAX,-190
RSM00020891,2010-03-27,TMAX,-104
RSM00020891,2010-03-27,TMIN,-234
RSM00020891,2005-10-12,TMIN,-30
RSM00020891,2005-10-19,TMAX,-163
RSM00020891,2011-07-09,TMAX,131
RSM00020891,2011-07-09,TMIN,60
RSM00020891,2007-10-06,TMAX,-12
RSM00020891,2013-12-17,TMIN,-279
RSM00020891,2014-05-24,TMIN,-19
RSM00020891,2012-09-29,TMAX,-16
RSM00020891,2012-09-29,TMIN,-56
RSM00020891,2006-10-25,TMIN,-293
RSM00020891,2008-11-22,TMAX,-273
RSM00020891,2008-11-22,TMIN,-352
RSM00020891,2013-12-17,TMAX,-251
RSM00020891,2012-04-08,TMAX,-106
RSM00020891,2012-03-01,TMAX,-181
RSM00020891,2008-09-02,TMIN,39
RSM00020891,2005-09-04,TMIN,51
RSM00020891,2009-04-21,TMIN,-51
RSM00020891,2009-06-11,TMAX,46
RSM00020891,2009-04-21,TMAX,14
RSM00020891,2013-02-09,TMAX,-176
RSM00020891,2011-08-26,TMAX,118
RSM00020891,2015-03-19,TMIN,-298
RSM00020891,2015-03-19,TMAX,-271
RSM00020891,2011-08-26,TMIN,45
RSM00020891,2013-02-09,TMIN,-273
RSM00020891,2010-03-28,TMIN,-273
RSM00020891,2010-03-28,TMAX,-200
RSM00020891,2009-03-19,TMIN,-294
RSM00020891,2009-03-19,TMAX,-245
RSM00020891,2009-06-11,TMIN,18
RSM00020891,2010-11-02,TMAX,-51
RSM00020891,2012-04-02,TMIN,-220
RSM00020891,2008-10-22,TMAX,-15
RSM00020891,2010-12-10,TMIN,-416
RSM00020891,2010-12-10,TMAX,-376
RSM00020891,2012-04-02,TMAX,-85
RSM00020891,2008-10-22,TMIN,-102
RSM00020891,2011-07-10,TMIN,89
RSM00020891,2011-07-10,TMAX,140
RSM00020891,2015-07-06,TMIN,74
RSM00020891,2015-07-06,TMAX,179
RSM00020891,2012-10-26,TMAX,-160
RSM00020891,2012-10-26,TMIN,-232
RSM00020891,2007-02-06,TMIN,-401
RSM00020891,2005-06-30,TMAX,252
RSM00020891,2010-11-02,TMIN,-121
RSM00020891,2005-09-04,TMAX,115
RSM00020891,2015-07-11,TMAX,153
RSM00020891,2011-07-19,TMIN,90
RSM00020891,2013-07-08,TMAX,168
RSM00020891,2015-04-26,TMIN,-153
RSM00020891,2010-05-25,TMAX,140
RSM00020891,2010-05-25,TMIN,41
RSM00020891,2015-04-26,TMAX,-106
RSM00020891,2014-05-26,TMAX,107
RSM00020891,2012-10-02,TMIN,-62
RSM00020891,2012-10-02,TMAX,-18
RSM00020891,2009-11-14,TMIN,-187
RSM00020891,2009-11-14,TMAX,-56
RSM00020891,2008-03-16,TMIN,-432
RSM00020891,2008-03-16,TMAX,-366
RSM00020891,2013-01-21,TMIN,-395
RSM00020891,2006-02-20,TMIN,-360
RSM00020891,2006-02-20,TMAX,-306
RSM00020891,2013-01-21,TMAX,-300
RSM00020891,2013-07-30,TMAX,166
RSM00020891,2009-09-06,TMIN,78
RSM00020891,2009-09-06,TMAX,102
RSM00020891,2011-07-19,TMAX,188
RSM00020891,2007-04-03,TMIN,-161
RSM00020891,2005-11-22,TMIN,-245
RSM00020891,2005-11-22,TMAX,-143
RSM00020891,2007-02-28,TMAX,-462
RSM00020891,2007-04-03,TMAX,5
RSM00020891,2013-12-13,TMIN,-268
RSM00020891,2013-12-13,TMAX,-220
RSM00020891,2013-11-13,TMIN,-196
RSM00020891,2006-05-06,TMAX,-44
RSM00020891,2006-05-06,TMIN,-83
RSM00020891,2013-07-30,TMIN,73
RSM00020891,2013-11-13,TMAX,-170
RSM00020891,2007-02-28,TMIN,-499
RSM00020891,2014-06-09,TMAX,127
RSM00020891,2005-06-30,TMIN,170
RSM00020891,2011-05-02,TMAX,-3
RSM00020891,2014-05-25,TMIN,-13
RSM00020891,2014-05-25,TMAX,82
RSM00020891,2006-02-19,TMIN,-370
RSM00020891,2006-02-19,TMAX,-325
RSM00020891,2006-08-09,TMIN,60
RSM00020891,2007-01-16,TMAX,-222
RSM00020891,2007-01-16,TMIN,-262
RSM00020891,2006-08-09,TMAX,154
RSM00020891,2013-02-10,TMAX,-271
RSM00020891,2013-12-15,TMAX,-125
RSM00020891,2013-12-15,TMIN,-266
RSM00020891,2013-02-10,TMIN,-444
RSM00020891,2010-01-22,TMAX,-111
RSM00020891,2010-01-22,TMIN,-325
RSM00020891,2015-05-07,TMAX,66
RSM00020891,2009-11-13,TMIN,-178
RSM00020891,2008-09-02,TMAX,122
RSM00020891,2009-08-06,TMAX,113
RSM00020891,2009-08-06,TMIN,75
RSM00020891,2008-11-04,TMIN,-162
RSM00020891,2008-11-04,TMAX,-105
RSM00020891,2006-03-09,TMIN,-356
RSM00020891,2011-05-02,TMIN,-94
RSM00020891,2010-08-13,TMAX,171
RSM00020891,2006-03-09,TMAX,-202
RSM00020891,2006-10-09,TMAX,-34
RSM00020891,2006-10-09,TMIN,-51
RSM00020891,2007-06-18,TMAX,71
RSM00020891,2007-06-18,TMIN,34
RSM00020891,2009-11-13,TMAX,-139
RSM00020891,2010-08-13,TMIN,90
RSM00020891,2012-03-01,TMIN,-274
RSM00020891,2006-10-24,TMIN,-190
RSM00020891,2009-11-27,TMIN,-329
RSM00020891,2011-01-24,TMIN,-293
RSM00020891,2007-02-06,TMAX,-334
RSM00020891,2005-05-15,TMAX,12
RSM00020891,2005-05-15,TMIN,-50
RSM00020891,2011-01-24,TMAX,-276
RSM00020891,2014-10-17,TMAX,-113
RSM00020891,2013-12-14,TMAX,-224
RSM00020891,2013-12-14,TMIN,-321
RSM00020891,2008-09-19,TMIN,27
RSM00020891,2008-09-19,TMAX,45
RSM00020891,2008-12-30,TMAX,-137
RSM00020891,2008-12-30,TMIN,-222
RSM00020891,2015-04-28,TMIN,-168
RSM00020891,2012-06-14,TMAX,264
RSM00020891,2015-04-28,TMAX,-86
RSM00020891,2012-06-14,TMIN,110
RSM00020891,2013-07-07,TMIN,74
RSM00020891,2009-11-27,TMAX,-273
RSM00020891,2007-07-16,TMIN,30
RSM00020891,2007-07-16,TMAX,79
RSM00020891,2014-08-08,TMIN,60
RSM00020891,2014-08-08,TMAX,81
RSM00020891,2011-03-03,TMAX,-327
RSM00020891,2006-10-24,TMAX,-149
RSM00020891,2011-03-03,TMIN,-448
RSM00020891,2012-10-01,TMIN,-41
RSM00020891,2009-08-31,TMAX,97
RSM00020891,2009-08-31,TMIN,43
RSM00020891,2009-02-18,TMAX,-261
RSM00020891,2009-02-18,TMIN,-366
RSM00020891,2013-07-07,TMAX,151
RSM00020891,2012-10-01,TMAX,-10
RSM00020891,2008-12-09,TMAX,-304
RSM00020891,2012-04-08,TMIN,-226
RSM00020891,2008-04-14,TMIN,-280
RSM00020891,2013-08-02,TMIN,84
RSM00020891,2005-01-20,TMAX,-362
RSM00020891,2005-01-20,TMIN,-388
RSM00020891,2011-10-09,TMIN,5
RSM00020891,2012-05-18,TMAX,-44
RSM00020891,2012-05-18,TMIN,-88
RSM00020891,2011-10-09,TMAX,45
RSM00020891,2009-01-11,TMAX,-149
RSM00020891,2013-11-09,TMIN,-82
RSM00020891,2013-11-09,TMAX,-63
RSM00020891,2011-04-12,TMAX,-134
RSM00020891,2011-04-12,TMIN,-295
RSM00020891,2011-12-28,TMAX,-215
RSM00020891,2008-08-14,TMIN,116
RSM00020891,2013-08-02,TMAX,201
RSM00020891,2008-08-14,TMAX,167
RSM00020891,2005-07-29,TMIN,20
RSM00020891,2005-07-29,TMAX,128
RSM00020891,2006-08-07,TMIN,28
RSM00020891,2012-09-26,TMIN,19
RSM00020891,2012-09-26,TMAX,49
RSM00020891,2011-01-15,TMAX,-257
RSM00020891,2013-12-21,TMAX,-237
RSM00020891,2013-12-21,TMIN,-318
RSM00020891,2011-01-15,TMIN,-351
RSM00020891,2006-08-07,TMAX,93
RSM00020891,2012-10-29,TMAX,-122
RSM00020891,2012-10-29,TMIN,-147
RSM00020891,2012-06-07,TMIN,20
RSM00020891,2012-06-07,TMAX,73
RSM00020891,2011-12-28,TMIN,-257
RSM00020891,2015-08-02,TMAX,168
RSM00020891,2010-11-26,TMIN,-427
RSM00020891,2010-11-26,TMAX,-378
RSM00020891,2009-05-06,TMAX,-51
RSM00020891,2015-07-05,TMAX,141
RSM00020891,2009-05-06,TMIN,-117
RSM00020891,2011-10-17,TMAX,-79
RSM00020891,2005-06-10,TMIN,25
RSM00020891,2005-06-10,TMAX,86
RSM00020891,2005-02-18,TMIN,-328
RSM00020891,2011-10-17,TMIN,-118
RSM00020891,2015-09-19,TMAX,39
RSM00020891,2005-05-09,TMIN,-32
RSM00020891,2005-05-09,TMAX,33
RSM00020891,2008-07-08,TMAX,153
RSM00020891,2008-07-08,TMIN,83
RSM00020891,2013-12-20,TMAX,-177
RSM00020891,2013-12-20,TMIN,-253
RSM00020891,2006-12-27,TMIN,-325
RSM00020891,2006-12-27,TMAX,-217
RSM00020891,2014-08-10,TMAX,144
RSM00020891,2015-04-07,TMAX,-218
RSM00020891,2011-07-08,TMAX,124
RSM00020891,2011-07-08,TMIN,40
RSM00020891,2015-03-22,TMAX,-185
RSM00020891,2010-05-13,TMAX,50
RSM00020891,2010-03-26,TMIN,-119
RSM00020891,2010-05-13,TMIN,2
RSM00020891,2006-02-16,TMIN,-328
RSM00020891,2014-12-07,TMAX,-255
RSM00020891,2006-05-21,TMIN,-52
RSM00020891,2006-05-21,TMAX,11
RSM00020891,2007-07-17,TMIN,43
RSM00020891,2007-07-17,TMAX,78
RSM00020891,2006-02-16,TMAX,-232
RSM00020891,2009-01-11,TMIN,-236
RSM00020891,2010-03-26,TMAX,-79
RSM00020891,2005-11-24,TMAX,-343
RSM00020891,2013-12-22,TMAX,-237
RSM00020891,2013-12-22,TMIN,-343
RSM00020891,2006-02-15,TMIN,-320
RSM00020891,2006-02-15,TMAX,-216
RSM00020891,2010-07-13,TMIN,160
RSM00020891,2010-07-13,TMAX,275
RSM00020891,2013-01-18,TMIN,-408
RSM00020891,2013-01-18,TMAX,-325
RSM00020891,2005-04-26,TMIN,-244
RSM00020891,2005-04-26,TMAX,-153
RSM00020891,2006-08-22,TMAX,151
RSM00020891,2006-08-22,TMIN,43
RSM00020891,2007-06-30,TMIN,114
RSM00020891,2009-11-10,TMIN,-274
RSM00020891,2009-11-10,TMAX,-66
RSM00020891,2012-09-25,TMIN,35
RSM00020891,2009-03-12,TMAX,-378
RSM00020891,2013-07-01,TMIN,52
RSM00020891,2006-05-04,TMAX,-104
RSM00020891,2006-05-04,TMIN,-153
RSM00020891,2013-11-08,TMAX,-76
RSM00020891,2013-11-08,TMIN,-168
RSM00020891,2015-02-13,TMAX,-145
RSM00020891,2006-03-11,TMIN,-202
RSM00020891,2007-11-28,TMIN,-278
RSM00020891,2009-08-05,TMAX,105
RSM00020891,2009-08-05,TMIN,63
RSM00020891,2005-10-11,TMAX,20
RSM00020891,2005-10-11,TMIN,-84
RSM00020891,2012-09-25,TMAX,59
RSM00020891,2009-03-12,TMIN,-436
RSM00020891,2007-11-28,TMAX,-117
RSM00020891,2005-02-18,TMAX,-257
RSM00020891,2006-03-11,TMAX,-108
RSM00020891,2012-01-29,TMIN,-365
RSM00020891,2005-11-24,TMIN,-367
RSM00020891,2006-10-27,TMAX,-229
RSM00020891,2006-10-27,TMIN,-274
RSM00020891,2013-07-02,TMIN,45
RSM00020891,2013-07-02,TMAX,116
RSM00020891,2010-01-24,TMAX,-439
RSM00020891,2010-01-24,TMIN,-472
RSM00020891,2011-05-19,TMIN,-75
RSM00020891,2014-05-22,TMIN,-16
RSM00020891,2011-05-19,TMAX,18
RSM00020891,2007-10-13,TMAX,18
RSM00020891,2007-10-13,TMIN,-8
RSM00020891,2005-05-03,TMAX,-45
RSM00020891,2005-05-03,TMIN,-132
RSM00020891,2007-03-01,TMAX,-463
RSM00020891,2007-03-01,TMIN,-498
RSM00020891,2010-09-18,TMIN,-25
RSM00020891,2012-01-29,TMAX,-303
RSM00020891,2012-01-16,TMAX,-360
RSM00020891,2012-01-16,TMIN,-419
RSM00020891,2013-02-14,TMIN,-435
RSM00020891,2013-02-14,TMAX,-336
RSM00020891,2010-05-28,TMIN,3
RSM00020891,2014-06-11,TMAX,58
RSM00020891,2010-05-28,TMAX,53
RSM00020891,2008-10-31,TMAX,-187
RSM00020891,2009-05-18,TMAX,-28
RSM00020891,2009-05-18,TMIN,-140
RSM00020891,2005-06-21,TMAX,181
RSM00020891,2005-06-21,TMIN,65
RSM00020891,2010-09-18,TMAX,10
RSM00020891,2008-10-31,TMIN,-249
RSM00020891,2014-10-16,TMIN,-228
RSM00020891,2009-11-11,TMAX,-159
RSM00020891,2013-02-13,TMIN,-337
RSM00020891,2015-08-30,TMAX,55
RSM00020891,2015-10-26,TMIN,-178
RSM00020891,2015-08-30,TMIN,32
RSM00020891,2012-09-28,TMIN,-16
RSM00020891,2012-09-28,TMAX,1
RSM00020891,2011-03-23,TMIN,-117
RSM00020891,2011-03-23,TMAX,-51
RSM00020891,2007-04-28,TMIN,-130
RSM00020891,2007-04-28,TMAX,-67
RSM00020891,2006-02-17,TMIN,-351
RSM00020891,2006-02-17,TMAX,-301
RSM00020891,2011-11-12,TMIN,-174
RSM00020891,2011-11-12,TMAX,-153
RSM00020891,2006-03-10,TMAX,-151
RSM00020891,2013-02-12,TMIN,-458
RSM00020891,2006-03-10,TMIN,-210
RSM00020891,2009-09-07,TMAX,100
RSM00020891,2009-09-07,TMIN,48
RSM00020891,2013-07-04,TMIN,42
RSM00020891,2013-07-04,TMAX,115
RSM00020891,2012-10-28,TMIN,-184
RSM00020891,2008-03-23,TMAX,-85
RSM00020891,2008-03-23,TMIN,-147
RSM00020891,2010-11-22,TMIN,-328
RSM00020891,2010-11-22,TMAX,-265
RSM00020891,2008-01-28,TMAX,-154
RSM00020891,2008-01-28,TMIN,-206
RSM00020891,2013-01-19,TMIN,-416
RSM00020891,2009-11-28,TMAX,-329
RSM00020891,2009-11-28,TMIN,-395
RSM00020891,2012-10-28,TMAX,-137
RSM00020891,2013-02-12,TMAX,-183
RSM00020891,2010-10-30,TMAX,-162
RSM00020891,2010-10-30,TMIN,-274
RSM00020891,2008-04-14,TMAX,-208
RSM00020891,2007-01-13,TMIN,-247
RSM00020891,2006-05-20,TMAX,9
RSM00020891,2006-05-20,TMIN,-82
RSM00020891,2009-08-11,TMAX,96
RSM00020891,2009-08-11,TMIN,70
RSM00020891,2007-09-27,TMIN,-13
RSM00020891,2007-09-27,TMAX,13
RSM00020891,2007-01-13,TMAX,-191
RSM00020891,2005-04-12,TMAX,-160
RSM00020891,2005-04-12,TMIN,-216
RSM00020891,2009-02-05,TMAX,-358
RSM00020891,2009-02-05,TMIN,-402
RSM00020891,2009-04-01,TMIN,-311
RSM00020891,2008-03-15,TMIN,-459
RSM00020891,2008-03-15,TMAX,-390
RSM00020891,2009-04-01,TMAX,-200
RSM00020891,2007-10-17,TMAX,-84
RSM00020891,2007-10-17,TMIN,-148
RSM00020891,2011-08-27,TMIN,86
RSM00020891,2011-08-27,TMAX,122
RSM00020891,2014-06-10,TMIN,32
RSM00020891,2010-01-23,TMIN,-440
RSM00020891,2013-01-19,TMAX,-381
RSM00020891,2010-01-23,TMAX,-323
RSM00020891,2013-12-18,TMIN,-256
RSM00020891,2006-08-08,TMAX,121
RSM00020891,2006-08-08,TMIN,55
RSM00020891,2013-12-18,TMAX,-172
RSM00020891,2008-06-03,TMIN,-14
RSM00020891,2008-06-03,TMAX,41
RSM00020891,2014-06-10,TMAX,65
RSM00020891,2012-05-12,TMIN,-97
RSM00020891,2010-05-27,TMAX,48
RSM00020891,2008-10-18,TMIN,-150
RSM00020891,2005-06-12,TMIN,19
RSM00020891,2008-08-30,TMAX,176
RSM00020891,2008-10-27,TMAX,-7
RSM00020891,2008-10-27,TMIN,-52
RSM00020891,2007-04-02,TMIN,-129
RSM00020891,2007-04-02,TMAX,-72
RSM00020891,2015-07-28,TMIN,113
RSM00020891,2011-07-20,TMAX,138
RSM00020891,2011-07-20,TMIN,70
RSM00020891,2015-07-28,TMAX,204
RSM00020891,2012-06-15,TMAX,237
RSM00020891,2012-06-15,TMIN,84
RSM00020891,2009-06-10,TMIN,16
RSM00020891,2009-06-10,TMAX,80
RSM00020891,2005-09-05,TMAX,82
RSM00020891,2005-09-05,TMIN,51
